Year,Country,Count
1948,Afghanistan,0
1948,Algeria,0
1948,Argentina,12
1948,Armenia,0
1948,Australia,16
1948,Austria,4
1948,Azerbaijan,0
1948,Bahamas,0
1948,Bahrain,0
1948,Belarus,0
1948,Belgium,14
1948,Bermuda,0
1948,Botswana,0
1948,Brazil,12
1948,Bulgaria,0
1948,Burundi,0
1948,Cameroon,0
1948,Canada,6
1948,Chile,0
1948,China,0
1948,Colombia,0
1948,Costa Rica,0
1948,Croatia,0
1948,Cuba,2
1948,Cyprus,0
1948,Czech Republic,20
1948,Denmark,49
1948,Djibouti,0
1948,Dominican Republic,0
1948,Ecuador,0
1948,Egypt,5
1948,Eritrea,0
1948,Estonia,0
1948,Ethiopia,0
1948,Finland,29
1948,France,68
1948,Georgia,0
1948,Germany,0
1948,Ghana,0
1948,Greece,0
1948,Grenada,0
1948,Guatemala,0
1948,Guyana,0
1948,Hong Kong,0
1948,Hungary,60
1948,Iceland,0
1948,India,20
1948,Indonesia,0
1948,Iran,1
1948,Iraq,0
1948,Ireland,0
1948,Israel,0
1948,Italy,63
1948,Ivory Coast,0
1948,Jamaica,3
1948,Japan,0
1948,Kazakhstan,0
1948,Kenya,0
1948,Kuwait,0
1948,Kyrgyzstan,0
1948,Latvia,0
1948,Lithuania,0
1948,Macedonia,0
1948,Malaysia,0
1948,Mauritius,0
1948,Mexico,9
1948,Mongolia,0
1948,Montenegro,0
1948,Morocco,0
1948,Mozambique,0
1948,Namibia,0
1948,Netherlands,42
1948,New Zealand,0
1948,Niger,0
1948,Nigeria,0
1948,North Korea,0
1948,Norway,18
1948,Pakistan,0
1948,Panama,2
1948,Paraguay,0
1948,Peru,1
1948,Philippines,0
1948,Poland,1
1948,Portugal,5
1948,Puerto Rico,1
1948,Qatar,0
1948,Romania,0
1948,Russia,0
1948,Saudi Arabia,0
1948,Senegal,0
1948,Serbia,16
1948,Singapore,0
1948,Slovakia,0
1948,Slovenia,0
1948,South Africa,4
1948,South Korea,2
1948,Spain,3
1948,Sri Lanka,1
1948,Sudan,0
1948,Suriname,0
1948,Sweden,73
1948,Switzerland,32
1948,Syria,0
1948,Taiwan,0
1948,Tajikistan,0
1948,Tanzania,0
1948,Thailand,0
1948,Togo,0
1948,Tonga,0
1948,Trinidad and Tobago,1
1948,Tunisia,0
1948,Turkey,12
1948,Uganda,0
1948,Ukraine,0
1948,United Kingdom,56
1948,United States of America,148
1948,Uruguay,3
1948,Uzbekistan,0
1948,Venezuela,0
1948,Vietnam,0
1948,Virgin Islands,0
1948,Zambia,0
1948,Zimbabwe,0
1952,Afghanistan,0
1952,Algeria,0
1952,Argentina,6
1952,Armenia,0
1952,Australia,20
1952,Austria,3
1952,Azerbaijan,0
1952,Bahamas,0
1952,Bahrain,0
1952,Belarus,0
1952,Belgium,7
1952,Bermuda,0
1952,Botswana,0
1952,Brazil,3
1952,Bulgaria,1
1952,Burundi,0
1952,Cameroon,0
1952,Canada,4
1952,Chile,4
1952,China,0
1952,Colombia,0
1952,Costa Rica,0
1952,Croatia,0
1952,Cuba,0
1952,Cyprus,0
1952,Czech Republic,25
1952,Denmark,9
1952,Djibouti,0
1952,Dominican Republic,0
1952,Ecuador,0
1952,Egypt,1
1952,Eritrea,0
1952,Estonia,0
1952,Ethiopia,0
1952,Finland,40
1952,France,39
1952,Georgia,0
1952,Germany,40
1952,Ghana,0
1952,Greece,0
1952,Grenada,0
1952,Guatemala,0
1952,Guyana,0
1952,Hong Kong,0
1952,Hungary,101
1952,Iceland,0
1952,India,15
1952,Indonesia,0
1952,Iran,7
1952,Iraq,0
1952,Ireland,1
1952,Israel,0
1952,Italy,53
1952,Ivory Coast,0
1952,Jamaica,8
1952,Japan,12
1952,Kazakhstan,0
1952,Kenya,0
1952,Kuwait,0
1952,Kyrgyzstan,0
1952,Latvia,0
1952,Lithuania,0
1952,Macedonia,0
1952,Malaysia,0
1952,Mauritius,0
1952,Mexico,1
1952,Mongolia,0
1952,Montenegro,0
1952,Morocco,0
1952,Mozambique,0
1952,Namibia,0
1952,Netherlands,18
1952,New Zealand,3
1952,Niger,0
1952,Nigeria,0
1952,North Korea,0
1952,Norway,13
1952,Pakistan,0
1952,Panama,0
1952,Paraguay,0
1952,Peru,0
1952,Philippines,0
1952,Poland,4
1952,Portugal,2
1952,Puerto Rico,0
1952,Qatar,0
1952,Romania,4
1952,Russia,117
1952,Saudi Arabia,0
1952,Senegal,0
1952,Serbia,24
1952,Singapore,0
1952,Slovakia,0
1952,Slovenia,0
1952,South Africa,14
1952,South Korea,2
1952,Spain,1
1952,Sri Lanka,0
1952,Sudan,0
1952,Suriname,0
1952,Sweden,70
1952,Switzerland,33
1952,Syria,0
1952,Taiwan,0
1952,Tajikistan,0
1952,Tanzania,0
1952,Thailand,0
1952,Togo,0
1952,Tonga,0
1952,Trinidad and Tobago,2
1952,Tunisia,0
1952,Turkey,3
1952,Uganda,0
1952,Ukraine,0
1952,United Kingdom,31
1952,United States of America,130
1952,Uruguay,14
1952,Uzbekistan,0
1952,Venezuela,1
1952,Vietnam,0
1952,Virgin Islands,0
1952,Zambia,0
1952,Zimbabwe,0
1956,Afghanistan,0
1956,Algeria,0
1956,Argentina,2
1956,Armenia,0
1956,Australia,61
1956,Austria,4
1956,Azerbaijan,0
1956,Bahamas,2
1956,Bahrain,0
1956,Belarus,0
1956,Belgium,2
1956,Bermuda,0
1956,Botswana,0
1956,Brazil,1
1956,Bulgaria,18
1956,Burundi,0
1956,Cameroon,0
1956,Canada,19
1956,Chile,4
1956,China,0
1956,Colombia,0
1956,Costa Rica,0
1956,Croatia,0
1956,Cuba,0
1956,Cyprus,0
1956,Czech Republic,7
1956,Denmark,7
1956,Djibouti,0
1956,Dominican Republic,0
1956,Ecuador,0
1956,Egypt,0
1956,Eritrea,0
1956,Estonia,0
1956,Ethiopia,0
1956,Finland,26
1956,France,32
1956,Georgia,0
1956,Germany,57
1956,Ghana,0
1956,Greece,1
1956,Grenada,0
1956,Guatemala,0
1956,Guyana,0
1956,Hong Kong,0
1956,Hungary,64
1956,Iceland,1
1956,India,17
1956,Indonesia,0
1956,Iran,5
1956,Iraq,0
1956,Ireland,5
1956,Israel,0
1956,Italy,46
1956,Ivory Coast,0
1956,Jamaica,0
1956,Japan,24
1956,Kazakhstan,0
1956,Kenya,0
1956,Kuwait,0
1956,Kyrgyzstan,0
1956,Latvia,0
1956,Lithuania,0
1956,Macedonia,0
1956,Malaysia,0
1956,Mauritius,0
1956,Mexico,2
1956,Mongolia,0
1956,Montenegro,0
1956,Morocco,0
1956,Mozambique,0
1956,Namibia,0
1956,Netherlands,0
1956,New Zealand,3
1956,Niger,0
1956,Nigeria,0
1956,North Korea,0
1956,Norway,3
1956,Pakistan,14
1956,Panama,0
1956,Paraguay,0
1956,Peru,0
1956,Philippines,0
1956,Poland,19
1956,Portugal,0
1956,Puerto Rico,0
1956,Qatar,0
1956,Romania,19
1956,Russia,169
1956,Saudi Arabia,0
1956,Senegal,0
1956,Serbia,23
1956,Singapore,0
1956,Slovakia,0
1956,Slovenia,0
1956,South Africa,7
1956,South Korea,2
1956,Spain,0
1956,Sri Lanka,0
1956,Sudan,0
1956,Suriname,0
1956,Sweden,34
1956,Switzerland,3
1956,Syria,0
1956,Taiwan,0
1956,Tajikistan,0
1956,Tanzania,0
1956,Thailand,0
1956,Togo,0
1956,Tonga,0
1956,Trinidad and Tobago,0
1956,Tunisia,0
1956,Turkey,7
1956,Uganda,0
1956,Ukraine,0
1956,United Kingdom,45
1956,United States of America,118
1956,Uruguay,12
1956,Uzbekistan,0
1956,Venezuela,0
1956,Vietnam,0
1956,Virgin Islands,0
1956,Zambia,0
1956,Zimbabwe,0
1960,Afghanistan,0
1960,Algeria,0
1960,Argentina,4
1960,Armenia,0
1960,Australia,36
1960,Austria,3
1960,Azerbaijan,0
1960,Bahamas,0
1960,Bahrain,0
1960,Belarus,0
1960,Belgium,4
1960,Bermuda,0
1960,Botswana,0
1960,Brazil,13
1960,Bulgaria,7
1960,Burundi,0
1960,Cameroon,0
1960,Canada,9
1960,Chile,0
1960,China,0
1960,Colombia,0
1960,Costa Rica,0
1960,Croatia,0
1960,Cuba,0
1960,Cyprus,0
1960,Czech Republic,22
1960,Denmark,23
1960,Djibouti,0
1960,Dominican Republic,0
1960,Ecuador,0
1960,Egypt,2
1960,Eritrea,0
1960,Estonia,0
1960,Ethiopia,1
1960,Finland,6
1960,France,11
1960,Georgia,0
1960,Germany,88
1960,Ghana,1
1960,Greece,3
1960,Grenada,0
1960,Guatemala,0
1960,Guyana,0
1960,Hong Kong,0
1960,Hungary,65
1960,Iceland,0
1960,India,13
1960,Indonesia,0
1960,Iran,4
1960,Iraq,1
1960,Ireland,0
1960,Israel,0
1960,Italy,88
1960,Ivory Coast,0
1960,Jamaica,0
1960,Japan,29
1960,Kazakhstan,0
1960,Kenya,0
1960,Kuwait,0
1960,Kyrgyzstan,0
1960,Latvia,0
1960,Lithuania,0
1960,Macedonia,0
1960,Malaysia,0
1960,Mauritius,0
1960,Mexico,1
1960,Mongolia,0
1960,Montenegro,0
1960,Morocco,1
1960,Mozambique,0
1960,Namibia,0
1960,Netherlands,3
1960,New Zealand,3
1960,Niger,0
1960,Nigeria,0
1960,North Korea,0
1960,Norway,2
1960,Pakistan,14
1960,Panama,0
1960,Paraguay,0
1960,Peru,0
1960,Philippines,0
1960,Poland,30
1960,Portugal,2
1960,Puerto Rico,0
1960,Qatar,0
1960,Romania,15
1960,Russia,169
1960,Saudi Arabia,0
1960,Senegal,0
1960,Serbia,17
1960,Singapore,1
1960,Slovakia,0
1960,Slovenia,0
1960,South Africa,3
1960,South Korea,0
1960,Spain,14
1960,Sri Lanka,0
1960,Sudan,0
1960,Suriname,0
1960,Sweden,7
1960,Switzerland,11
1960,Syria,0
1960,Taiwan,1
1960,Tajikistan,0
1960,Tanzania,0
1960,Thailand,0
1960,Togo,0
1960,Tonga,0
1960,Trinidad and Tobago,0
1960,Tunisia,0
1960,Turkey,9
1960,Uganda,0
1960,Ukraine,0
1960,United Kingdom,28
1960,United States of America,112
1960,Uruguay,0
1960,Uzbekistan,0
1960,Venezuela,1
1960,Vietnam,0
1960,Virgin Islands,0
1960,Zambia,0
1960,Zimbabwe,0
1964,Afghanistan,0
1964,Algeria,0
1964,Argentina,1
1964,Armenia,0
1964,Australia,42
1964,Austria,0
1964,Azerbaijan,0
1964,Bahamas,2
1964,Bahrain,0
1964,Belarus,0
1964,Belgium,3
1964,Bermuda,0
1964,Botswana,0
1964,Brazil,12
1964,Bulgaria,10
1964,Burundi,0
1964,Cameroon,0
1964,Canada,5
1964,Chile,0
1964,China,0
1964,Colombia,0
1964,Costa Rica,0
1964,Croatia,0
1964,Cuba,1
1964,Cyprus,0
1964,Czech Republic,55
1964,Denmark,12
1964,Djibouti,0
1964,Dominican Republic,0
1964,Ecuador,0
1964,Egypt,0
1964,Eritrea,0
1964,Estonia,0
1964,Ethiopia,1
1964,Finland,5
1964,France,31
1964,Georgia,0
1964,Germany,115
1964,Ghana,1
1964,Greece,0
1964,Grenada,0
1964,Guatemala,0
1964,Guyana,0
1964,Hong Kong,0
1964,Hungary,56
1964,Iceland,0
1964,India,15
1964,Indonesia,0
1964,Iran,2
1964,Iraq,0
1964,Ireland,1
1964,Israel,0
1964,Italy,50
1964,Ivory Coast,0
1964,Jamaica,0
1964,Japan,64
1964,Kazakhstan,0
1964,Kenya,1
1964,Kuwait,0
1964,Kyrgyzstan,0
1964,Latvia,0
1964,Lithuania,0
1964,Macedonia,0
1964,Malaysia,0
1964,Mauritius,0
1964,Mexico,1
1964,Mongolia,0
1964,Montenegro,0
1964,Morocco,0
1964,Mozambique,0
1964,Namibia,0
1964,Netherlands,30
1964,New Zealand,6
1964,Niger,0
1964,Nigeria,1
1964,North Korea,0
1964,Norway,0
1964,Pakistan,16
1964,Panama,0
1964,Paraguay,0
1964,Peru,0
1964,Philippines,1
1964,Poland,48
1964,Portugal,0
1964,Puerto Rico,0
1964,Qatar,0
1964,Romania,16
1964,Russia,174
1964,Saudi Arabia,0
1964,Senegal,0
1964,Serbia,15
1964,Singapore,0
1964,Slovakia,0
1964,Slovenia,0
1964,South Africa,0
1964,South Korea,3
1964,Spain,0
1964,Sri Lanka,0
1964,Sudan,0
1964,Suriname,0
1964,Sweden,15
1964,Switzerland,6
1964,Syria,0
1964,Taiwan,0
1964,Tajikistan,0
1964,Tanzania,0
1964,Thailand,0
1964,Togo,0
1964,Tonga,0
1964,Trinidad and Tobago,6
1964,Tunisia,2
1964,Turkey,6
1964,Uganda,0
1964,Ukraine,0
1964,United Kingdom,28
1964,United States of America,150
1964,Uruguay,1
1964,Uzbekistan,0
1964,Venezuela,0
1964,Vietnam,0
1964,Virgin Islands,0
1964,Zambia,0
1964,Zimbabwe,0
1968,Afghanistan,0
1968,Algeria,0
1968,Argentina,2
1968,Armenia,0
1968,Australia,49
1968,Austria,5
1968,Azerbaijan,0
1968,Bahamas,0
1968,Bahrain,0
1968,Belarus,0
1968,Belgium,3
1968,Bermuda,0
1968,Botswana,0
1968,Brazil,4
1968,Bulgaria,26
1968,Burundi,0
1968,Cameroon,1
1968,Canada,10
1968,Chile,0
1968,China,0
1968,Colombia,0
1968,Costa Rica,0
1968,Croatia,0
1968,Cuba,10
1968,Cyprus,0
1968,Czech Republic,29
1968,Denmark,16
1968,Djibouti,0
1968,Dominican Republic,0
1968,Ecuador,0
1968,Egypt,0
1968,Eritrea,0
1968,Estonia,0
1968,Ethiopia,2
1968,Finland,4
1968,France,27
1968,Georgia,0
1968,Germany,100
1968,Ghana,0
1968,Greece,1
1968,Grenada,0
1968,Guatemala,0
1968,Guyana,0
1968,Hong Kong,0
1968,Hungary,81
1968,Iceland,0
1968,India,15
1968,Indonesia,0
1968,Iran,5
1968,Iraq,0
1968,Ireland,0
1968,Israel,0
1968,Italy,32
1968,Ivory Coast,0
1968,Jamaica,1
1968,Japan,67
1968,Kazakhstan,0
1968,Kenya,12
1968,Kuwait,0
1968,Kyrgyzstan,0
1968,Latvia,0
1968,Lithuania,0
1968,Macedonia,0
1968,Malaysia,0
1968,Mauritius,0
1968,Mexico,9
1968,Mongolia,4
1968,Montenegro,0
1968,Morocco,0
1968,Mozambique,0
1968,Namibia,0
1968,Netherlands,14
1968,New Zealand,7
1968,Niger,0
1968,Nigeria,0
1968,North Korea,0
1968,Norway,6
1968,Pakistan,13
1968,Panama,0
1968,Paraguay,0
1968,Peru,0
1968,Philippines,0
1968,Poland,37
1968,Portugal,0
1968,Puerto Rico,0
1968,Qatar,0
1968,Romania,23
1968,Russia,188
1968,Saudi Arabia,0
1968,Senegal,0
1968,Serbia,29
1968,Singapore,0
1968,Slovakia,0
1968,Slovenia,0
1968,South Africa,0
1968,South Korea,2
1968,Spain,0
1968,Sri Lanka,0
1968,Sudan,0
1968,Suriname,0
1968,Sweden,9
1968,Switzerland,13
1968,Syria,0
1968,Taiwan,1
1968,Tajikistan,0
1968,Tanzania,0
1968,Thailand,0
1968,Togo,0
1968,Tonga,0
1968,Trinidad and Tobago,0
1968,Tunisia,2
1968,Turkey,2
1968,Uganda,2
1968,Ukraine,0
1968,United Kingdom,18
1968,United States of America,149
1968,Uruguay,0
1968,Uzbekistan,0
1968,Venezuela,1
1968,Vietnam,0
1968,Virgin Islands,0
1968,Zambia,0
1968,Zimbabwe,0
1972,Afghanistan,0
1972,Algeria,0
1972,Argentina,1
1972,Armenia,0
1972,Australia,20
1972,Austria,3
1972,Azerbaijan,0
1972,Bahamas,0
1972,Bahrain,0
1972,Belarus,0
1972,Belgium,2
1972,Bermuda,0
1972,Botswana,0
1972,Brazil,2
1972,Bulgaria,22
1972,Burundi,0
1972,Cameroon,0
1972,Canada,10
1972,Chile,0
1972,China,0
1972,Colombia,3
1972,Costa Rica,0
1972,Croatia,0
1972,Cuba,22
1972,Cyprus,0
1972,Czech Republic,29
1972,Denmark,1
1972,Djibouti,0
1972,Dominican Republic,0
1972,Ecuador,0
1972,Egypt,0
1972,Eritrea,0
1972,Estonia,0
1972,Ethiopia,2
1972,Finland,10
1972,France,22
1972,Georgia,0
1972,Germany,244
1972,Ghana,1
1972,Greece,2
1972,Grenada,0
1972,Guatemala,0
1972,Guyana,0
1972,Hong Kong,0
1972,Hungary,81
1972,Iceland,0
1972,India,14
1972,Indonesia,0
1972,Iran,3
1972,Iraq,0
1972,Ireland,0
1972,Israel,0
1972,Italy,25
1972,Ivory Coast,0
1972,Jamaica,1
1972,Japan,56
1972,Kazakhstan,0
1972,Kenya,12
1972,Kuwait,0
1972,Kyrgyzstan,0
1972,Latvia,0
1972,Lithuania,0
1972,Macedonia,0
1972,Malaysia,0
1972,Mauritius,0
1972,Mexico,1
1972,Mongolia,1
1972,Montenegro,0
1972,Morocco,0
1972,Mozambique,0
1972,Namibia,0
1972,Netherlands,6
1972,New Zealand,14
1972,Niger,1
1972,Nigeria,1
1972,North Korea,15
1972,Norway,8
1972,Pakistan,15
1972,Panama,0
1972,Paraguay,0
1972,Peru,0
1972,Philippines,0
1972,Poland,46
1972,Portugal,0
1972,Puerto Rico,0
1972,Qatar,0
1972,Romania,40
1972,Russia,211
1972,Saudi Arabia,0
1972,Senegal,0
1972,Serbia,18
1972,Singapore,0
1972,Slovakia,0
1972,Slovenia,0
1972,South Africa,0
1972,South Korea,1
1972,Spain,1
1972,Sri Lanka,0
1972,Sudan,0
1972,Suriname,0
1972,Sweden,21
1972,Switzerland,8
1972,Syria,0
1972,Taiwan,0
1972,Tajikistan,0
1972,Tanzania,0
1972,Thailand,0
1972,Togo,0
1972,Tonga,0
1972,Trinidad and Tobago,0
1972,Tunisia,1
1972,Turkey,1
1972,Uganda,2
1972,Ukraine,0
1972,United Kingdom,29
1972,United States of America,155
1972,Uruguay,0
1972,Uzbekistan,0
1972,Venezuela,0
1972,Vietnam,0
1972,Virgin Islands,0
1972,Zambia,0
1972,Zimbabwe,0
1976,Afghanistan,0
1976,Algeria,0
1976,Argentina,0
1976,Armenia,0
1976,Australia,24
1976,Austria,1
1976,Azerbaijan,0
1976,Bahamas,0
1976,Bahrain,0
1976,Belarus,0
1976,Belgium,9
1976,Bermuda,1
1976,Botswana,0
1976,Brazil,3
1976,Bulgaria,39
1976,Burundi,0
1976,Cameroon,0
1976,Canada,20
1976,Chile,0
1976,China,0
1976,Colombia,0
1976,Costa Rica,0
1976,Croatia,0
1976,Cuba,24
1976,Cyprus,0
1976,Czech Republic,15
1976,Denmark,8
1976,Djibouti,0
1976,Dominican Republic,0
1976,Ecuador,0
1976,Egypt,0
1976,Eritrea,0
1976,Estonia,0
1976,Ethiopia,0
1976,Finland,6
1976,France,20
1976,Georgia,0
1976,Germany,267
1976,Ghana,0
1976,Greece,0
1976,Grenada,0
1976,Guatemala,0
1976,Guyana,0
1976,Hong Kong,0
1976,Hungary,55
1976,Iceland,0
1976,India,0
1976,Indonesia,0
1976,Iran,2
1976,Iraq,0
1976,Ireland,0
1976,Israel,0
1976,Italy,31
1976,Ivory Coast,0
1976,Jamaica,2
1976,Japan,41
1976,Kazakhstan,0
1976,Kenya,0
1976,Kuwait,0
1976,Kyrgyzstan,0
1976,Latvia,0
1976,Lithuania,0
1976,Macedonia,0
1976,Malaysia,0
1976,Mauritius,0
1976,Mexico,2
1976,Mongolia,1
1976,Montenegro,0
1976,Morocco,0
1976,Mozambique,0
1976,Namibia,0
1976,Netherlands,15
1976,New Zealand,27
1976,Niger,0
1976,Nigeria,0
1976,North Korea,2
1976,Norway,6
1976,Pakistan,16
1976,Panama,0
1976,Paraguay,0
1976,Peru,0
1976,Philippines,0
1976,Poland,73
1976,Portugal,2
1976,Puerto Rico,1
1976,Qatar,0
1976,Romania,55
1976,Russia,285
1976,Saudi Arabia,0
1976,Senegal,0
1976,Serbia,19
1976,Singapore,0
1976,Slovakia,0
1976,Slovenia,0
1976,South Africa,0
1976,South Korea,17
1976,Spain,6
1976,Sri Lanka,0
1976,Sudan,0
1976,Suriname,0
1976,Sweden,10
1976,Switzerland,10
1976,Syria,0
1976,Taiwan,0
1976,Tajikistan,0
1976,Tanzania,0
1976,Thailand,1
1976,Togo,0
1976,Tonga,0
1976,Trinidad and Tobago,1
1976,Tunisia,0
1976,Turkey,0
1976,Uganda,0
1976,Ukraine,0
1976,United Kingdom,32
1976,United States of America,155
1976,Uruguay,0
1976,Uzbekistan,0
1976,Venezuela,1
1976,Vietnam,0
1976,Virgin Islands,0
1976,Zambia,0
1976,Zimbabwe,0
1980,Afghanistan,0
1980,Algeria,0
1980,Argentina,0
1980,Armenia,0
1980,Australia,12
1980,Austria,5
1980,Azerbaijan,0
1980,Bahamas,0
1980,Bahrain,0
1980,Belarus,0
1980,Belgium,1
1980,Bermuda,0
1980,Botswana,0
1980,Brazil,9
1980,Bulgaria,94
1980,Burundi,0
1980,Cameroon,0
1980,Canada,0
1980,Chile,0
1980,China,0
1980,Colombia,0
1980,Costa Rica,0
1980,Croatia,0
1980,Cuba,20
1980,Cyprus,0
1980,Czech Republic,52
1980,Denmark,8
1980,Djibouti,0
1980,Dominican Republic,0
1980,Ecuador,0
1980,Egypt,0
1980,Eritrea,0
1980,Estonia,0
1980,Ethiopia,4
1980,Finland,9
1980,France,29
1980,Georgia,0
1980,Germany,260
1980,Ghana,0
1980,Greece,5
1980,Grenada,0
1980,Guatemala,0
1980,Guyana,1
1980,Hong Kong,0
1980,Hungary,61
1980,Iceland,0
1980,India,16
1980,Indonesia,0
1980,Iran,0
1980,Iraq,0
1980,Ireland,3
1980,Israel,0
1980,Italy,37
1980,Ivory Coast,0
1980,Jamaica,3
1980,Japan,0
1980,Kazakhstan,0
1980,Kenya,0
1980,Kuwait,0
1980,Kyrgyzstan,0
1980,Latvia,0
1980,Lithuania,0
1980,Macedonia,0
1980,Malaysia,0
1980,Mauritius,0
